"EnsemblID","GeneSymbol","GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Direction"
"ENSG00000162692","VCAM1","vascular cell adhesion molecule 1",508.164810682556,-3.6925788320643,0.190064983216308,-19.4279807336308,4.47628012956582e-84,5.38108555308873e-81,"Down"
"ENSG00000163884",NA,NA,561.111048261822,4.45916919420412,0.234793424831807,18.9918827471358,1.99061928600034e-80,2.24342793532239e-77,"Up"
"ENSG00000178695",NA,NA,2649.82251474546,-2.52817101093741,0.134837261852357,-18.7497949469316,1.94338879718884e-78,2.06136392887701e-75,"Down"
"ENSG00000198624",NA,NA,2057.20440873193,2.91847590239028,0.161676129164731,18.0513716988899,7.69555563804202e-73,7.70923662584299e-70,"Up"
"ENSG00000148848","ADAM12","ADAM metallopeptidase domain 12",1365.16397466345,-1.8145107921114,0.100752189788268,-18.009641238812,1.63685975526438e-72,1.55346605825933e-69,"Down"
"ENSG00000107562",NA,NA,25136.0890181904,-1.91163716818418,0.106290137162077,-17.9850851567649,2.54996715680342e-72,2.29905038857396e-69,"Down"
"ENSG00000146250","PRSS35","serine protease 35",313.686159348886,-2.75618360289414,0.154504174056034,-17.8388941252458,3.52605330164026e-71,3.02770443500843e-68,"Down"
"ENSG00000106976",NA,NA,884.737400832367,-1.7562228381294,0.0998483763518513,-17.5888973090632,2.99651891169919e-69,2.45605586435271e-66,"Down"
"ENSG00000154930",NA,NA,670.046865009161,1.89855975811482,0.108700867681117,17.4659117136435,2.60506147211096e-68,2.042368194135e-65,"Up"
"ENSG00000163394",NA,NA,1216.57690967205,-2.18849632281663,0.125768430392938,-17.4009989309647,8.10766349685716e-68,6.09155784063868e-65,"Down"
"ENSG00000253368",NA,NA,1040.17481746375,1.98909855961083,0.114676175101685,17.3453514459047,2.1386618497185e-67,1.54257401896496e-64,"Up"
"ENSG00000163661",NA,NA,8565.67576080715,2.26029901629843,0.13128900707087,17.2162092373683,2.0071129493872e-66,1.39201002705192e-63,"Up"
"ENSG00000162616","DNAJB4","DnaJ heat shock protein family (Hsp40) member B4",1467.63832301977,1.51914530048029,0.088265772255703,17.2110350553482,2.19473728442675e-66,1.46575935973271e-63,"Up"
"ENSG00000124766","SOX4","SRY-box transcription factor 4",1281.45678699994,-2.41199917442309,0.141051833292329,-17.1000909249031,1.48172956175497e-65,9.542338377702e-63,"Down"
"ENSG00000148175","STOM","stomatin",11193.7231981539,1.4479031541386,0.0848920190126066,17.0558218661708,3.16391372394561e-65,1.92452570587647e-62,"Up"
"ENSG00000197381",NA,NA,1969.04008868001,2.32111777250704,0.136095028248541,17.0551253956768,3.20185066416892e-65,1.92452570587647e-62,"Up"
"ENSG00000172403","SYNPO2","synaptopodin 2",8014.79636483276,1.74439261875801,0.103849348797657,16.7973380570429,2.55244785221867e-63,1.48470127971636e-60,"Up"
"ENSG00000116285","ERRFI1","ERBB receptor feedback inhibitor 1",3232.63588079279,2.42454543684669,0.144716731194108,16.753732735952,5.31820923329481e-63,2.99681090296162e-60,"Up"
"ENSG00000163083",NA,NA,418.919472436378,3.45008797112021,0.208581268230983,16.5407373364878,1.86722808146385e-61,1.02029868984715e-58,"Up"
"ENSG00000166741",NA,NA,7432.96098233325,2.18740836425171,0.134973472774187,16.2062094076165,4.55830612455792e-59,2.41751105994201e-56,"Up"
"ENSG00000070404",NA,NA,2128.12177561681,1.81553988157918,0.113739080970841,15.9623224144445,2.33864684593271e-57,1.20487085502453e-54,"Up"
"ENSG00000105989",NA,NA,333.209551189312,-3.0419843375845,0.190975882669727,-15.9286308567312,4.01042434809184e-57,2.00877699568867e-54,"Down"
"ENSG00000122035",NA,NA,943.340735322473,2.28888428084414,0.145028445602603,15.7823127134382,4.11818060823328e-56,2.00700088453142e-53,"Up"
"ENSG00000119139",NA,NA,5029.85477688044,1.92796423988316,0.122715037045566,15.7109045989799,1.27348976337669e-55,6.0430440561075e-53,"Up"
"ENSG00000136478",NA,NA,3701.51777497719,1.46584799202318,0.0935976502386771,15.6611623078701,2.7875583645413e-55,1.28885262639509e-52,"Up"
"ENSG00000196569",NA,NA,17178.4005648725,2.03067033524044,0.133240610506962,15.2406261688086,1.90040307701867e-52,8.56701707120015e-50,"Up"
"ENSG00000108821",NA,NA,100989.91598642,-1.30491859104932,0.0860588837018203,-15.1630899091214,6.20787385703411e-52,2.7302532046351e-49,"Down"
"ENSG00000221866","PLXNA4","plexin A4",847.490034652657,2.75317274878649,0.181973471863677,15.1295280602713,1.03434506356026e-51,4.44078813955203e-49,"Up"
"ENSG00000100242","SUN2","Sad1 and UNC84 domain containing 2",2236.24203648175,1.8590667625278,0.123334758406382,15.0733401236516,2.42534947726459e-51,1.00151808488734e-48,"Up"
"ENSG00000172986","GXYLT2","glucoside xylosyltransferase 2",756.360325010941,-1.57287441149071,0.104351568250969,-15.0728392285193,2.44381076614036e-51,1.00151808488734e-48,"Down"
"ENSG00000060718","COL11A1","collagen type XI alpha 1 chain",363.7631440814,2.42734809208348,0.161397331105961,15.0395801185205,4.04105044108477e-51,1.55038769263065e-48,"Up"
"ENSG00000134686","PHC2","polyhomeotic homolog 2",2737.98162586977,1.38758324462695,0.0922591710695256,15.0400575741276,4.01200995375782e-51,1.55038769263065e-48,"Up"
"ENSG00000145685","LHFPL2","LHFPL tetraspan subfamily member 2",2018.15055205869,-1.23991059061123,0.0824318752453426,-15.0416399835728,3.9172397981441e-51,1.55038769263065e-48,"Down"
"ENSG00000099337",NA,NA,530.05884935417,2.71832699288491,0.181169714299513,15.0043124116812,6.88002063029564e-51,2.58459441678106e-48,"Up"
"ENSG00000157150",NA,NA,167.615767587415,2.94523647868416,0.196435685697556,14.9933881322298,8.11079011153525e-51,2.98477076104497e-48,"Up"
"ENSG00000126803","HSPA2","heat shock protein family A (Hsp70) member 2",449.176836543226,2.45877945685262,0.164250709760301,14.9696732540202,1.1588921558958e-50,4.17942867102261e-48,"Up"
"ENSG00000102804","TSC22D1","TSC22 domain family member 1",5397.33558773763,1.20142039212361,0.080372819381879,14.9480931658655,1.60273018606123e-50,5.66675112059922e-48,"Up"
"ENSG00000138316","ADAMTS14","ADAM metallopeptidase with thrombospondin type 1 motif 14",799.560819258847,-2.50718416646876,0.169147842093084,-14.8224425180016,1.04899628620622e-49,3.63759635247511e-47,"Down"
"ENSG00000133142","TCEAL4","transcription elongation factor A like 4",3055.98067746606,1.53911957758762,0.104090779757685,14.7863199907865,1.79503347313808e-49,6.1071780354011e-47,"Up"
"ENSG00000131389",NA,NA,740.403133853245,-2.12489464850279,0.145291887939081,-14.6250054193922,1.94555392571274e-48,6.49670896082447e-46,"Down"
"ENSG00000168309","FAM107A","family with sequence similarity 107 member A",159.530276360668,4.83499938097512,0.330634628147983,14.6233908047015,1.99225781155765e-48,6.531707792365e-46,"Up"
"ENSG00000103196","CRISPLD2","cysteine rich secretory protein LCCL domain containing 2",3082.088884672,2.63129831703908,0.180110527594836,14.6093532242505,2.44831170267829e-48,7.88356368262411e-46,"Up"
"ENSG00000124440","HIF3A","hypoxia inducible factor 3 subunit alpha",197.042690626187,2.53000752187413,0.173550820462058,14.5779058556928,3.88244467648316e-48,1.22821477905867e-45,"Up"
"ENSG00000152268",NA,NA,1597.85828741008,1.91301788355979,0.131386988135365,14.5601776150684,5.03268753584317e-48,1.56464520079869e-45,"Up"
"ENSG00000163171",NA,NA,1357.57299789907,1.50566234203468,0.103586113111355,14.5353686590797,7.23231228280893e-48,2.21039076412899e-45,"Up"
"ENSG00000103742","IGDCC4","immunoglobulin superfamily DCC subclass member 4",370.827770473622,-2.19721321674176,0.151833914456618,-14.4711622867995,1.84330781175e-47,5.44893876417641e-45,"Down"
"ENSG00000141401","IMPA2","inositol monophosphatase 2",627.528067458797,2.32689731907469,0.160786131309358,14.4720026542443,1.82092152658199e-47,5.44893876417641e-45,"Up"
"ENSG00000112837","TBX18","T-box transcription factor 18",2754.94303068407,-1.83354930055807,0.127751440465741,-14.3524745699425,1.02802598487209e-46,2.98989750955056e-44,"Down"
"ENSG00000164647",NA,NA,1920.71084944799,1.56742395092799,0.109745799371405,14.2823138553437,2.82077807410149e-46,8.07369368765049e-44,"Up"
"ENSG00000068383",NA,NA,1247.23914866505,1.3811429477906,0.0973000386751185,14.1946803577559,9.88360670029742e-46,2.7847061878088e-43,"Up"
"ENSG00000156675",NA,NA,1631.8741313659,1.54727945997218,0.10975026569456,14.0981841837024,3.89667539986773e-45,1.08099770477562e-42,"Up"
"ENSG00000136999",NA,NA,435.706358063201,-2.55243676364772,0.182552403574831,-13.9819400548262,2.00934938639106e-44,5.48978608112176e-42,"Down"
"ENSG00000196517",NA,NA,229.638049919376,-2.22911280249511,0.160690033515014,-13.8721285554206,9.34615500419629e-44,2.47838039758335e-41,"Down"
"ENSG00000206538",NA,NA,12754.9344048327,1.36625068710953,0.0984866536200887,13.8724450155432,9.3050049531137e-44,2.47838039758335e-41,"Up"
"ENSG00000227051","C14orf132","chromosome 14 open reading frame 132",4615.70080486906,-1.15108763737771,0.0832672748508776,-13.8240099659701,1.82607512091646e-43,4.7721429826617e-41,"Down"
"ENSG00000134363","FST","follistatin",2906.30973919635,-1.80753293401416,0.131194267625648,-13.7775298168652,3.47976315661692e-43,8.96386989144518e-41,"Down"
"ENSG00000109906",NA,NA,385.071327676389,7.35265852969059,0.53639262628979,13.7076055287126,9.14254824785887e-43,2.32194971838579e-40,"Up"
"ENSG00000149218","ENDOD1","endonuclease domain containing 1",2027.18420510953,1.92644811562426,0.140613308940678,13.700325596043,1.01070056355994e-42,2.53124341140456e-40,"Up"
"ENSG00000124762","CDKN1A","cyclin dependent kinase inhibitor 1A",8020.4921552315,-1.00795282666906,0.0736937769869384,-13.6775840224299,1.3820890016056e-42,3.41394916122632e-40,"Down"
"ENSG00000167641",NA,NA,231.672665874094,2.89643839485998,0.211943250014453,13.6661035190433,1.61831702827108e-42,3.94344495321406e-40,"Up"
"ENSG00000185432","TMT1A","thiol methyltransferase 1A",3885.65647195502,2.24939427480606,0.164845807221381,13.6454442652898,2.14899843159208e-42,5.16676529579578e-40,"Up"
"ENSG00000163378",NA,NA,1805.28792859584,1.26187534834043,0.0927919871715973,13.5989689067321,4.06118475703501e-42,9.63569520248097e-40,"Up"
"ENSG00000126016","AMOT","angiomotin",386.412442581616,-2.37421103682713,0.174904442858865,-13.5743323498245,5.68594415839208e-42,1.33154474109255e-39,"Down"
"ENSG00000106484",NA,NA,677.207250627007,-1.86373727231685,0.1373361748433,-13.5706216839326,5.98125627541576e-42,1.38274375843971e-39,"Down"
"ENSG00000196975",NA,NA,4908.81788741262,1.18510396012482,0.087663747626526,13.5187462572753,1.21224145198141e-41,2.76697947621883e-39,"Up"
"ENSG00000150907","FOXO1","forkhead box O1",678.867910303335,2.22787306603085,0.164920453725845,13.5087735674943,1.38814693503473e-41,3.12888319156828e-39,"Up"
"ENSG00000151726","ACSL1","acyl-CoA synthetase long chain family member 1",1460.17591174986,1.60252461676195,0.118678050097632,13.5031256027851,1.49879966331085e-41,3.33658710232361e-39,"Up"
"ENSG00000130513",NA,NA,451.001146431513,-1.86848594910756,0.138385231683421,-13.5020617906832,1.52060264030719e-41,3.34384229390478e-39,"Down"
"ENSG00000221869","CEBPD","CCAAT enhancer binding protein delta",1963.57514702786,1.49986152030026,0.111593931924346,13.4403501555718,3.50772871594821e-41,7.62064628987689e-39,"Up"
"ENSG00000169715","MT1E","metallothionein 1E",554.197192328851,2.22519867849597,0.166679340114553,13.3501769143474,1.18167946363477e-40,2.53667191526932e-38,"Up"
"ENSG00000145390","USP53","ubiquitin specific peptidase 53",8442.04514236764,2.14752835959419,0.161968656690836,13.258913196356,4.00660064031092e-40,8.49964973483372e-38,"Up"
"ENSG00000147027","TMEM47","transmembrane protein 47",12593.314252767,1.16478239516332,0.0878885841784705,13.2529429851556,4.33850251492615e-40,9.09672992431957e-38,"Up"
"ENSG00000185950","IRS2","insulin receptor substrate 2",1974.87889005049,2.12426467798551,0.160407233123611,13.2429481926699,4.956430338524e-40,1.02729140073868e-37,"Up"
"ENSG00000013293","SLC7A14","solute carrier family 7 member 14",244.49400651336,-2.8828247410961,0.217892846278399,-13.2304698861602,5.8520366327851e-40,1.19913550639069e-37,"Down"
"ENSG00000131831",NA,NA,1017.17356476016,1.42845384291105,0.108927740387363,13.1137746714588,2.74584346549617e-39,5.56326397413786e-37,"Up"
"ENSG00000137672",NA,NA,655.448854141464,1.95433538376653,0.150003799418439,13.0285725517849,8.41675348731603e-39,1.68634332092536e-36,"Up"
"ENSG00000146122","DAAM2","dishevelled associated activator of morphogenesis 2",1942.42555424956,1.68146886185896,0.129271253560148,13.0072913780216,1.11214654582011e-38,2.20376115540969e-36,"Up"
"ENSG00000020577","SAMD4A","sterile alpha motif domain containing 4A",3104.99903050483,1.20333778253197,0.0929075758104375,12.9519877365779,2.28948057199105e-38,4.48738192110246e-36,"Up"
"ENSG00000119138",NA,NA,1683.27622905212,2.08295472268087,0.160856185119282,12.9491739539655,2.37495820740498e-38,4.60486520386308e-36,"Up"
"ENSG00000163110",NA,NA,1314.18347975196,1.60548666998463,0.124182756292003,12.928418710642,3.11152575104959e-38,5.96883322797087e-36,"Up"
"ENSG00000138735","PDE5A","phosphodiesterase 5A",6850.21318844962,-1.17880299898239,0.0914447295807533,-12.890879598932,5.06626523283228e-38,9.61630470299282e-36,"Down"
"ENSG00000071282",NA,NA,3659.86212780504,1.60529985112346,0.125089712784318,12.833188400483,1.06873713707122e-37,2.00744458913212e-35,"Up"
"ENSG00000101825","MXRA5","matrix remodeling associated 5",4767.10469108964,-1.32373486159039,0.103666474124987,-12.7691702912014,2.43738736836424e-37,4.53102773467464e-35,"Down"
"ENSG00000162407","PLPP3","phospholipid phosphatase 3",25853.4050719681,-1.00143162319796,0.0788512842957758,-12.7002576069849,5.89353911139619e-37,1.0844111964969e-34,"Down"
"ENSG00000246430",NA,NA,2162.53381587847,2.05124374572662,0.161861654476796,12.6728208256433,8.36512336005381e-37,1.52363539826758e-34,"Up"
"ENSG00000163513",NA,NA,13216.63240217,1.45841245433206,0.115220342773148,12.6575951713967,1.01563058778644e-36,1.83138507589651e-34,"Up"
"ENSG00000163431",NA,NA,4934.7292907592,1.16354230317631,0.0922168280798476,12.6174617735587,1.69186894312812e-36,3.02057235470162e-34,"Up"
"ENSG00000046653","GPM6B","glycoprotein M6B",1090.45643883243,2.39614369296533,0.190339794069106,12.5887689680665,2.43440258306858e-36,4.3036418997934e-34,"Up"
"ENSG00000099998",NA,NA,506.243741997388,2.38094332678333,0.189623739195325,12.5561458543479,3.67817630027857e-36,6.4393082569537e-34,"Up"
"ENSG00000106617",NA,NA,1018.35402511812,1.61673119670922,0.128806136145235,12.5516628717617,3.89248860696106e-36,6.74897640006941e-34,"Up"
"ENSG00000137809",NA,NA,1115.79483186228,-1.7210889842938,0.137394822439573,-12.5265927327847,5.34082998272354e-36,9.17198535699722e-34,"Down"
"ENSG00000115457","IGFBP2","insulin like growth factor binding protein 2",1919.14220160302,2.21410637004582,0.180440513477522,12.2705612358038,1.30346687171658e-34,2.21736930479182e-32,"Up"
"ENSG00000160200","CBS","cystathionine beta-synthase",834.069633966776,1.24280152914049,0.102308097353935,12.1476360257294,5.90483313296484e-34,9.95102346295532e-32,"Up"
"ENSG00000214814","FER1L6","fer-1 like family member 6",243.273277090711,-3.05958686157935,0.252089843282121,-12.1368906487648,6.73365257884179e-34,1.12427058612662e-31,"Down"
"ENSG00000162772","ATF3","activating transcription factor 3",373.512381807902,1.91920235452684,0.158719515128543,12.0917856444592,1.16721911291296e-33,1.9309444994538e-31,"Up"
"ENSG00000128923","MINDY2","MINDY lysine 48 deubiquitinase 2",1415.67710071441,1.03826479474375,0.0859808555074101,12.0755345898398,1.42236840346724e-33,2.3316497319383e-31,"Up"
"ENSG00000174306",NA,NA,3234.84552730351,1.13102954742888,0.0936884660967094,12.0722389270562,1.48050636331331e-33,2.40508925615006e-31,"Up"
"ENSG00000119508",NA,NA,216.674369404588,2.0778732005112,0.172230243566156,12.064508285463,1.62630813678315e-33,2.61835610022087e-31,"Up"
"ENSG00000123562","MORF4L2","mortality factor 4 like 2",5040.48334406563,1.02810240111312,0.0854070088126341,12.0376818648288,2.25195032393972e-33,3.5935547116178e-31,"Up"
"ENSG00000125868","DSTN","destrin, actin depolymerizing factor",15848.9705816333,0.916740254773925,0.0764054930159676,11.9983553352943,3.62426712544984e-33,5.73270042158873e-31,"Up"
"ENSG00000145777","TSLP","thymic stromal lymphopoietin",152.370841552781,-2.78280737500391,0.232012093604777,-11.9942341442956,3.80924131615606e-33,5.9728903837327e-31,"Down"
"ENSG00000173918",NA,NA,992.657155958414,1.25342675759355,0.104586513439414,11.9845926245515,4.27942885954625e-33,6.65229837890845e-31,"Up"
"ENSG00000164125",NA,NA,5596.3514152391,1.12469293368253,0.0939422969174346,11.9721677091951,4.97125943584993e-33,7.66168804677316e-31,"Up"
"ENSG00000114098","ARMC8","armadillo repeat containing 8",1010.29282888401,1.34637083674872,0.112675411077972,11.9491096049077,6.56245418252241e-33,1.00283198151902e-30,"Up"
"ENSG00000109861",NA,NA,4057.99873271313,1.01827611276346,0.0854345005458406,11.9187928326109,9.44673733160812e-33,1.43145855095427e-30,"Up"
"ENSG00000077684","JADE1","jade family PHD finger 1",1570.63392682279,1.20032132095698,0.101123620417504,11.8698412497621,1.6978950924885e-32,2.55137035897939e-30,"Up"
"ENSG00000114270","COL7A1","collagen type VII alpha 1 chain",1546.90777793248,1.2334082093467,0.104083113171292,11.8502240350636,2.14616267909346e-32,3.19831449829862e-30,"Up"
"ENSG00000139289","PHLDA1","pleckstrin homology like domain family A member 1",1975.85342956826,-0.992017158504662,0.0837194349476005,-11.8493054704151,2.16981665428586e-32,3.20706015656416e-30,"Down"
"ENSG00000103485","QPRT","quinolinate phosphoribosyltransferase",865.199817057682,-1.21212857415616,0.102565869599167,-11.8180499896625,3.14909386691981e-32,4.61662281368277e-30,"Down"
"ENSG00000138829","FBN2","fibrillin 2",15701.2188784373,1.91934835764846,0.163686931085447,11.725727551496,9.40891431589115e-32,1.36499654612647e-29,"Up"
"ENSG00000164442",NA,NA,7510.49639231427,1.54985343192059,0.132180862715403,11.7252482703004,9.46232077782877e-32,1.36499654612647e-29,"Up"
"ENSG00000110756",NA,NA,995.252222053197,1.57645796895901,0.134640528904218,11.7086436141415,1.15106276818736e-31,1.64729871713924e-29,"Up"
"ENSG00000155130",NA,NA,5654.02187573995,-1.19166704126274,0.101807724436968,-11.7050749130587,1.20053163422874e-31,1.70456586050494e-29,"Down"
"ENSG00000144369","FAM171B","family with sequence similarity 171 member B",1303.26322729511,-1.34801502725928,0.115586899056135,-11.662351341432,1.98484219423134e-31,2.79614644112339e-29,"Down"
"ENSG00000143320",NA,NA,1492.11031525408,-1.63664566330162,0.140524633638426,-11.6466815883168,2.38568960199591e-31,3.3347872017977e-29,"Down"
"ENSG00000181467",NA,NA,630.869571252005,-1.27267144048834,0.110017832476678,-11.5678650618583,5.99560219622244e-31,8.31636144632947e-29,"Down"
"ENSG00000196507",NA,NA,988.841982921031,1.05502295084424,0.092106175895749,11.4544213847113,2.23450408580384e-30,3.07576928818434e-28,"Up"
"ENSG00000008256","CYTH3","cytohesin 3",3716.56541790484,1.18342034209601,0.103673178882115,11.4149132384727,3.52255300924129e-30,4.81202089868477e-28,"Up"
"ENSG00000116584","ARHGEF2","Rho/Rac guanine nucleotide exchange factor 2",2250.58089102087,-1.01570973950152,0.0896089278250846,-11.3349167784283,8.8115816470088e-30,1.19466496435235e-27,"Down"
"ENSG00000140545","MFGE8","milk fat globule EGF and factor V/VIII domain containing",9199.60485668938,1.11110678381388,0.0987360672140811,11.2533020117639,2.23081101200861e-29,3.00193911705516e-27,"Up"
"ENSG00000154864",NA,NA,153.233975152144,-2.56719679987554,0.229088860820864,-11.2061179695811,3.80518987966574e-29,5.08260621556538e-27,"Down"
"ENSG00000177283",NA,NA,115.085150181609,2.48852070440004,0.223007282117705,11.1589212727438,6.47727250819509e-29,8.5881013138069e-27,"Up"
"ENSG00000146592","CREB5","cAMP responsive element binding protein 5",669.394803070239,-2.04662866496009,0.18422803809754,-11.1092138096618,1.13151318993709e-28,1.48930261612742e-26,"Down"
"ENSG00000072958",NA,NA,2129.43309251556,1.08552346729644,0.0980161878162593,11.0749406958303,1.65990014049082e-28,2.16893618357468e-26,"Up"
"ENSG00000133216","EPHB2","EPH receptor B2",344.05324780186,-1.77057798979291,0.160447605092852,-11.0352409982578,2.58357937440072e-28,3.35159016397078e-26,"Down"
"ENSG00000205978",NA,NA,1601.03584426828,-1.15645414959734,0.105131045829548,-11.0001202829499,3.81622536297728e-28,4.91529826751473e-26,"Down"
"ENSG00000243244",NA,NA,996.172029975073,1.41182187725488,0.128502739880572,10.9867064201666,4.42790568922308e-28,5.6626947083738e-26,"Up"
"ENSG00000136546",NA,NA,4991.23707113776,1.36871128935863,0.124830886111777,10.9645243416205,5.65973726208889e-28,7.18706917675964e-26,"Up"
"ENSG00000096060",NA,NA,2564.38437504937,4.04665580469634,0.369778407055362,10.9434616177858,7.14198282961268e-28,9.00589051633397e-26,"Up"
"ENSG00000163491",NA,NA,160.223339782888,-2.49613373469983,0.228847633451425,-10.9074046213795,1.0624640905874e-27,1.33044114454666e-25,"Down"
"ENSG00000092621",NA,NA,1231.09188657928,-1.42678401438306,0.130894270322169,-10.9002786055595,1.14904911830913e-27,1.42894163457588e-25,"Down"
"ENSG00000187498","COL4A1","collagen type IV alpha 1 chain",2283.82730989972,1.31570366035551,0.120956355164933,10.8775074989773,1.47542228208788e-27,1.82224757469922e-25,"Up"
"ENSG00000166482",NA,NA,26348.0835801087,-0.968274758967231,0.0893217802195016,-10.8402984869734,2.21746375227109e-27,2.72008886945254e-25,"Down"
"ENSG00000233117",NA,NA,77.6315991325697,3.38934492966,0.312917944983678,10.8314175776554,2.44342940434952e-27,2.97702155535341e-25,"Up"
"ENSG00000123243","ITIH5","inter-alpha-trypsin inhibitor heavy chain 5",13780.6124837487,-0.955573126517872,0.0885150352944203,-10.7956023893503,3.61086788181069e-27,4.36987715736983e-25,"Down"
"ENSG00000127083","OMD","osteomodulin",304.475082330564,1.81291268121047,0.167971722570321,10.7929635623728,3.71609296280588e-27,4.46723922035437e-25,"Up"
"ENSG00000165507",NA,NA,18353.5589923275,1.55342018026185,0.144063452486354,10.7828887441733,4.14655442224441e-27,4.95169995641796e-25,"Up"
"ENSG00000183160",NA,NA,2987.64727922828,-1.17306781791272,0.108876220119242,-10.7743253451301,4.55106194864765e-27,5.39899664855358e-25,"Down"
"ENSG00000177666",NA,NA,1701.23183704411,1.10018868114866,0.102754593665377,10.7069537419559,9.44176562717157e-27,1.1127707045043e-24,"Up"
"ENSG00000069431",NA,NA,849.097214895302,1.05714975687108,0.0988066747468165,10.6991735080645,1.0269004476556e-26,1.20240706961856e-24,"Up"
"ENSG00000102466","FGF14","fibroblast growth factor 14",664.680645198945,1.21728047997931,0.113841125935703,10.6928007780495,1.09998159447248e-26,1.27966891042114e-24,"Up"
"ENSG00000131386",NA,NA,11496.512180422,1.61544264468301,0.151546035191174,10.65974865423,1.57021220101046e-26,1.81500425696286e-24,"Up"
"ENSG00000180914",NA,NA,568.7095119069,1.87564343690666,0.176019668952357,10.6558741308299,1.6369947838483e-26,1.88014585620079e-24,"Up"
"ENSG00000162496","DHRS3","dehydrogenase/reductase 3",3692.00032052386,1.08717451706425,0.10216508389775,10.6413509937733,1.91334719389746e-26,2.18363775951639e-24,"Up"
"ENSG00000177674",NA,NA,751.373019489767,1.11486449160678,0.104798731568993,10.6381487153098,1.9802468013492e-26,2.24577423408357e-24,"Up"
"ENSG00000099204",NA,NA,848.584854270064,1.42729039928458,0.134825476331822,10.5862069848865,3.45301449645127e-26,3.89154733750058e-24,"Up"
"ENSG00000126878","AIF1L","allograft inflammatory factor 1 like",93.2590639059887,-2.66905405645228,0.252643397686991,-10.5645114057525,4.35229170037282e-26,4.87456670441756e-24,"Down"
"ENSG00000127954","STEAP4","STEAP4 metalloreductase",286.388753317735,5.20719450324341,0.49308950244116,10.560343461915,4.54993962223305e-26,5.0644760042041e-24,"Up"
"ENSG00000148120","AOPEP","aminopeptidase O (putative)",743.999682318538,1.10415043658257,0.104972346989354,10.5184886139065,7.1003381515175e-26,7.85480353056218e-24,"Up"
"ENSG00000169738","DCXR","dicarbonyl and L-xylulose reductase",627.449398995589,2.09813133420346,0.199522004260366,10.5157891831595,7.30665022780424e-26,8.03375103096134e-24,"Up"
"ENSG00000112773","TENT5A","terminal nucleotidyltransferase 5A",516.79715620943,-1.19801733238988,0.113937107921415,-10.5147247832214,7.38962384799816e-26,8.07573922588502e-24,"Down"
"ENSG00000197043",NA,NA,14120.9945935611,0.921971419617556,0.0876972816351851,10.5131128630976,7.51705987712282e-26,8.16551950025776e-24,"Up"
"ENSG00000125848","FLRT3","fibronectin leucine rich transmembrane protein 3",178.652501999173,-2.4812118402887,0.237143576475878,-10.4629097577142,1.27867467578271e-25,1.38066238046191e-23,"Down"
"ENSG00000035664",NA,NA,633.039689235768,1.68367750571044,0.161130161591009,10.4491765482372,1.47802921598846e-25,1.58641802516094e-23,"Up"
"ENSG00000110900",NA,NA,262.804092122617,-1.46521443786056,0.140561316295606,-10.4240233122116,1.926281771776e-25,2.05530845613401e-23,"Down"
